w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,sharpe,annualized,var,J,call_number
-1,0,0,0,0,-1,-1,1,0,-1,0,0.86,13.91,-26.47,-3.78209,21
1,-1,1,0,0,1,0,0,-1,0,0,0.76,9.77,-21.82,-3.10939,22
-1,0,-1,0,-1,-1,1,1,-1,1,0,0.84,13.04,-27.87,-3.8604399999999996,23
0,0,-1,0,-1,0,-1,0,0,-1,-1,1.03,19.61,-28.53,-4.3411100000000005,24
1,-1,-1,0,1,1,0,1,0,1,-1,0.91,11.83,-20.59,-3.21833,25
1,1,0,0,1,-1,-1,1,1,0,-1,0.9,11.48,-22.34,-3.35708,26
1,-1,1,0,1,0,-1,0,1,1,0,0.87,11.53,-22.11,-3.30767,27
0,-1,1,1,1,-1,-1,-1,0,-1,0,0.57,7.05,-23.75,-3.00175,28
-1,0,0,0,0,0,1,-1,1,1,1,0.88,13.37,-25.79,-3.72063,29
1,-1,-1,-1,1,1,1,0,-1,0,1,0.78,10.18,-22.85,-3.2385,30
0,-1,1,-1,-1,1,0,1,-1,1,-1,0.89,13.01,-23.67,-3.52299,31
-1,0,1,1,0,-1,0,1,0,-1,-1,0.96,14.16,-24.54,-3.7132799999999997,32
0,1,-1,-1,0,1,-1,1,-1,0,-1,0.98,15.71,-24.98,-3.8280100000000004,33
-1,-1,0,0,1,0,-1,0,1,0,0,1.07,16.5,-25.18,-3.96406,34
-1,1,0,-1,1,0,1,-1,1,-1,1,0.88,11.88,-23.37,-3.4458400000000005,35
1,-1,0,1,1,-1,1,0,1,-1,0,0.88,11.6,-22.35,-3.3422,36
1,1,0,-1,0,1,1,1,-1,1,-1,0.79,9.81,-21.95,-3.15275,37
-1,0,-1,1,-1,0,1,1,0,-1,1,0.84,12.98,-27.52,-3.8261399999999997,38
-1,-1,0,1,-1,1,0,1,0,1,0,0.84,13.9,-28.54,-3.9521800000000002,39
1,-1,-1,0,0,0,-1,0,1,-1,1,0.71,9.72,-24.88,-3.3391599999999997,40
1,1,1,0,0,0,-1,-1,0,-1,-1,0.52,6.25,-24.71,-3.01207,41
-1,0,0,0,1,-1,0,1,1,-1,0,1.05,15.29,-24.33,-3.8235099999999997,42
-1,0,-1,0,0,-1,1,0,-1,0,1,0.97,17.31,-27.65,-4.11965,43
1,1,0,1,-1,-1,1,-1,1,1,-1,0.61,7.8,-24.18,-3.10756,44
-1,0,0,1,-1,1,1,-1,0,-1,0,0.73,10.91,-26.79,-3.57653,45
-1,0,0,1,-1,1,1,0,-1,1,0,0.83,13.29,-27.13,-3.7911099999999998,46
0,0,-1,1,0,0,1,-1,1,1,1,0.68,9.6,-24.43,-3.26356,47
1,1,1,1,1,0,0,1,-1,1,0,0.76,9.97,-22.87,-3.21299,48
1,0,1,-1,0,0,0,-1,-1,-1,0,0.4,4.24,-22.77,-2.64324,49
1,1,0,-1,-1,-1,1,1,1,-1,0,0.78,11.03,-24.42,-3.4126900000000004,50
0,0,-1,1,-1,0,-1,0,1,-1,1,0.56,7.53,-26.23,-3.23671,51
0,0,-1,0,-1,0,-1,-1,0,0,-1,0.8,13.21,-28.61,-3.89447,52
-1,-1,-1,0,-1,0,-1,1,0,0,1,0.94,16.12,-30.04,-4.26788,53
-1,-1,-1,0,-1,0,-1,0,0,1,-1,1.03,18.79,-29.9,-4.43845,54
-1,-1,0,0,1,0,0,0,0,-1,1,0.65,8.6,-24.71,-3.22432,55
-1,-1,-1,-1,0,0,0,0,-1,-1,1,1.02,19.38,-29.0,-4.366300000000001,56
-1,-1,-1,-1,1,0,1,0,-1,-1,1,1.04,18.69,-28.01,-4.27107,57
-1,1,-1,0,0,0,-1,0,-1,0,1,0.66,9.64,-27.54,-3.53108,58
-1,0,-1,0,0,1,0,0,0,0,-1,1.24,24.2,-28.47,-4.70624,59
-1,-1,-1,-1,-1,1,0,0,0,-1,0,1.18,24.37,-29.96,-4.78927,60
-1,-1,-1,-1,1,1,0,0,0,-1,-1,1.3,26.9,-27.77,-4.796340000000001,61
-1,-1,-1,-1,1,-1,0,0,0,-1,-1,1.32,27.67,-27.86,-4.851570000000001,62
-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0.98,18.8,-29.09,-4.31428,63
-1,-1,-1,1,0,-1,0,0,-1,0,0,1.2,23.35,-28.74,-4.6613299999999995,64
-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1.12,23.22,-29.69,-4.66418,65
-1,-1,-1,0,0,-1,0,0,0,-1,0,1.2,24.68,-28.46,-4.68212,66
-1,-1,-1,0,1,-1,0,0,0,0,-1,1.31,26.02,-28.42,-4.83534,67
-1,0,-1,-1,1,-1,-1,0,0,0,0,0.86,14.54,-27.33,-3.88326,68
-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,1.22,23.82,-27.44,-4.57818,69
-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1.1,21.9,-28.77,-4.51334,70
-1,-1,-1,-1,0,1,0,0,-1,0,-1,1.3,26.75,-27.65,-4.780049999999999,71
-1,-1,-1,-1,-1,1,0,1,-1,0,-1,1.02,18.63,-29.31,-4.36857,72
-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0.77,12.8,-28.1,-3.8032,73
-1,-1,-1,0,-1,0,0,0,-1,1,-1,1.03,20.38,-29.97,-4.50054,74
-1,-1,-1,0,-1,0,0,0,0,-1,-1,1.2,25.87,-30.53,-4.914210000000001,75
-1,-1,-1,0,-1,0,0,0,-1,-1,-1,1.24,25.06,-29.17,-4.800739999999999,76
-1,-1,-1,0,0,1,0,0,1,0,0,1.08,19.13,-29.42,-4.45619,77
-1,-1,-1,1,0,-1,0,0,0,0,-1,1.22,23.61,-28.06,-4.62787,78
-1,-1,-1,-1,0,0,0,0,0,0,-1,1.2,25.87,-29.92,-4.858090000000001,79
-1,-1,-1,0,-1,1,0,0,0,0,-1,1.18,24.66,-30.69,-4.86658,80
-1,-1,-1,-1,0,0,0,0,0,-1,-1,1.22,25.91,-29.81,-4.86937,81
0,-1,-1,0,-1,0,0,0,0,-1,-1,1.2,24.17,-28.58,-4.67531,82
-1,-1,-1,-1,0,0,1,1,0,-1,-1,1.04,18.49,-28.01,-4.26407,83
-1,-1,-1,-1,0,1,0,0,-1,-1,0,1.28,26.65,-28.8,-4.86235,84
-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1.16,24.6,-29.64,-4.74788,85
-1,-1,-1,-1,1,-1,0,0,-1,0,-1,1.24,25.16,-27.73,-4.67176,86
-1,-1,-1,0,-1,0,-1,0,-1,-1,0,1.1,22.25,-28.98,-4.54491,87
-1,-1,-1,0,-1,1,0,0,-1,-1,0,1.09,22.06,-30.8,-4.6957,88
-1,-1,-1,0,0,1,0,0,-1,0,-1,1.16,22.92,-28.3,-4.5658,89
-1,-1,-1,0,0,-1,0,0,-1,-1,0,1.07,20.67,-27.17,-4.29309,90
-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1.16,24.17,-30.48,-4.81011,91
0,0,-1,-1,0,-1,1,1,-1,1,1,0.76,10.61,-25.98,-3.52151,92
-1,-1,-1,1,0,-1,1,1,1,0,-1,0.87,12.9,-24.66,-3.5902200000000004,93
-1,-1,-1,-1,1,1,0,0,0,0,-1,1.4,28.55,-27.28,-4.90901,94
-1,-1,-1,1,1,1,0,0,0,-1,0,0.84,12.6,-25.87,-3.66104,95
-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,1.0,19.6,-29.27,-4.37884,96
-1,-1,-1,0,1,0,0,0,0,0,-1,1.42,28.78,-28.04,-5.0069799999999995,97
-1,-1,-1,-1,1,0,0,0,0,-1,-1,1.39,30.02,-29.47,-5.15194,98
-1,1,-1,0,1,0,0,0,0,0,-1,0.79,10.34,-23.46,-3.31022,99
-1,-1,-1,-1,1,0,1,0,0,-1,-1,1.35,26.81,-26.64,-4.739230000000001,100
-1,-1,-1,1,-1,1,0,0,-1,0,-1,1.15,23.15,-29.64,-4.68713,101
1,0,1,-1,1,0,0,-1,0,-1,0,0.48,5.48,-23.78,-2.85956,102
-1,-1,-1,-1,1,0,0,0,-1,-1,-1,1.25,25.23,-26.85,-4.60325,103
-1,-1,-1,0,1,0,1,0,0,-1,-1,1.33,26.46,-27.71,-4.80542,104
1,1,0,1,-1,1,0,1,0,0,-1,0.66,8.59,-23.19,-3.09413,105
-1,-1,-1,0,1,0,0,0,0,-1,-1,1.35,27.32,-28.0,-4.8822,106
0,1,0,-1,0,1,0,1,0,0,-1,0.85,11.43,-24.09,-3.4663299999999997,107
1,1,-1,-1,0,1,0,-1,0,-1,0,0.48,5.47,-22.18,-2.7120100000000003,108
-1,-1,-1,-1,1,0,0,0,0,0,-1,1.31,27.14,-28.08,-4.84326,109
-1,-1,-1,0,0,1,0,0,0,0,-1,1.33,27.41,-28.89,-4.94723,110
-1,0,-1,-1,1,1,0,0,0,-1,-1,1.33,26.98,-27.03,-4.7610600000000005,111
-1,-1,-1,1,0,0,0,0,0,-1,1,0.77,11.53,-27.25,-3.68055,112
-1,-1,-1,1,0,1,0,0,0,0,1,0.89,14.72,-28.13,-3.99316,113
-1,-1,-1,0,-1,1,0,0,1,-1,-1,1.29,28.31,-30.35,-5.07305,114
0,0,-1,0,0,-1,1,-1,-1,0,0,0.63,7.87,-23.7,-3.08585,115
-1,0,1,0,1,1,-1,1,-1,-1,1,0.72,9.91,-24.15,-3.28865,116
-1,-1,-1,-1,1,0,0,0,1,0,-1,1.41,29.48,-28.22,-5.03804,117
-1,-1,-1,-1,0,1,0,0,0,0,-1,1.39,30.5,-29.51,-5.172420000000001,118
-1,-1,-1,0,1,1,0,0,1,-1,-1,1.21,19.26,-25.91,-4.26782,119
-1,-1,-1,-1,0,1,0,0,0,-1,-1,1.24,26.86,-31.19,-5.049580000000001,120
-1,-1,-1,0,-1,1,1,0,0,-1,-1,1.2,24.9,-29.9,-4.8223,121
-1,-1,-1,-1,-1,0,0,0,0,0,-1,1.23,27.45,-32.19,-5.152229999999999,122
-1,-1,-1,-1,1,1,-1,0,0,0,-1,1.21,21.71,-27.02,-4.455690000000001,123
1,0,-1,-1,1,1,-1,-1,0,-1,0,0.63,7.42,-21.22,-2.8419399999999997,124
-1,-1,-1,0,0,0,-1,0,0,-1,-1,1.25,26.55,-30.21,-4.95857,125
-1,-1,-1,-1,-1,0,1,0,0,-1,-1,1.24,26.44,-30.08,-4.93276,126
0,1,1,-1,0,0,-1,-1,-1,-1,-1,0.65,8.76,-24.06,-3.17012,127
-1,-1,-1,0,0,0,0,0,0,-1,-1,1.3,27.83,-29.39,-4.97793,128
-1,-1,-1,-1,-1,0,0,0,0,-1,-1,1.18,25.2,-30.86,-4.90112,129
-1,-1,-1,0,-1,0,1,0,0,0,-1,1.22,25.04,-29.45,-4.8058,130
-1,-1,-1,-1,-1,1,0,0,0,0,-1,1.27,27.22,-30.45,-5.0241,131
1,0,0,1,1,0,-1,0,1,0,0,0.82,11.27,-24.31,-3.45097,132
-1,-1,0,-1,1,0,0,0,0,-1,-1,1.39,28.19,-25.95,-4.76405,133
-1,0,-1,-1,0,1,0,0,0,0,-1,1.23,25.46,-27.86,-4.68422,134
-1,-1,-1,-1,0,1,-1,0,0,-1,-1,1.21,25.9,-31.14,-4.98138,135
-1,1,-1,1,0,-1,1,-1,1,1,1,0.69,9.85,-25.85,-3.41295,136
-1,-1,-1,0,0,1,-1,0,0,0,-1,1.09,20.18,-29.42,-4.502940000000001,137
1,0,1,1,0,1,0,-1,0,0,1,0.74,10.38,-24.65,-3.3710999999999998,138
1,1,1,1,-1,0,1,-1,0,-1,-1,0.61,7.54,-23.2,-3.0082999999999998,139
-1,0,1,1,1,-1,-1,-1,-1,0,-1,0.78,10.68,-23.5,-3.3158,140
-1,0,-1,-1,-1,0,0,0,0,-1,-1,1.14,24.17,-31.04,-4.84163,141
-1,-1,0,-1,-1,0,0,0,1,-1,-1,1.2,24.88,-28.57,-4.69924,142
-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1.22,26.8,-31.1,-5.0192000000000005,143
-1,-1,-1,0,0,0,0,0,1,0,-1,1.4,30.11,-30.11,-5.22397,144
-1,-1,-1,0,-1,0,0,0,0,0,-1,1.21,25.75,-30.68,-4.933809999999999,145
-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,1.16,23.57,-28.88,-4.641909999999999,146
-1,-1,-1,-1,0,0,-1,0,0,-1,-1,1.17,24.45,-29.68,-4.75631,147
-1,0,0,1,-1,-1,1,0,1,0,0,1.08,19.44,-26.7,-4.2168,148
0,1,1,0,0,1,0,-1,0,-1,-1,0.53,6.19,-23.27,-2.8874899999999997,149
1,1,-1,0,1,1,-1,0,1,0,-1,0.83,10.57,-21.82,-3.20739,150
-1,1,0,0,-1,1,0,1,0,-1,0,0.87,13.59,-27.13,-3.8416099999999997,151
-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,1.21,25.18,-29.42,-4.7979400000000005,152
-1,-1,-1,-1,0,1,0,0,1,0,-1,1.5,32.1,-28.75,-5.2684999999999995,153
-1,-1,-1,0,0,0,0,0,0,0,-1,1.29,27.68,-30.37,-5.05284,154
1,0,1,0,1,0,1,1,0,0,0,0.8,10.56,-23.17,-3.30124,155
-1,-1,0,1,0,0,-1,0,-1,1,-1,0.97,15.85,-26.3,-3.94435,156
0,0,0,0,-1,0,0,1,-1,0,0,0.75,10.79,-25.94,-3.51413,157
-1,-1,0,-1,-1,1,0,0,0,0,-1,1.3,27.94,-29.63,-5.0038599999999995,158
-1,0,0,1,-1,1,-1,-1,1,-1,1,0.62,9.34,-29.1,-3.6241000000000003,159
-1,-1,0,-1,0,1,0,0,0,-1,-1,1.3,28.24,-29.06,-4.96192,160
-1,-1,-1,-1,-1,1,0,0,1,-1,-1,1.27,27.57,-30.16,-5.00967,161
0,0,-1,0,-1,-1,0,-1,-1,1,1,0.51,6.58,-24.55,-2.9989,162
1,0,0,-1,0,1,-1,1,1,-1,-1,0.64,8.78,-25.49,-3.2923799999999996,163
-1,0,1,1,-1,0,0,0,1,-1,0,0.85,13.25,-26.63,-3.7637099999999997,164
-1,1,-1,-1,1,1,0,-1,0,-1,-1,0.77,10.26,-23.67,-3.3067400000000005,165
0,1,0,0,-1,0,1,-1,-1,0,-1,0.52,6.21,-23.96,-2.9416700000000002,166
0,-1,0,0,-1,-1,1,1,-1,0,0,0.81,11.51,-24.69,-3.48433,167
1,0,0,-1,-1,0,-1,-1,-1,1,-1,0.75,10.52,-23.97,-3.3234399999999997,168
1,1,-1,1,-1,0,0,1,0,-1,-1,0.77,10.55,-23.32,-3.28469,169
1,1,1,0,-1,1,-1,-1,-1,-1,-1,0.55,6.57,-22.36,-2.8370699999999998,170
1,1,0,0,-1,-1,-1,0,0,0,0,0.44,4.97,-23.06,-2.73547,171
-1,0,-1,1,0,-1,1,1,1,-1,-1,0.92,13.94,-25.18,-3.72446,172
-1,-1,-1,0,-1,0,0,0,1,-1,-1,1.24,25.7,-29.16,-4.82222,173
-1,-1,0,-1,0,1,0,0,1,0,-1,1.13,19.43,-28.45,-4.42745,174
1,0,0,1,0,-1,-1,0,0,0,0,0.55,6.6,-24.36,-3.02212,175
-1,0,-1,-1,0,1,0,0,0,-1,-1,1.24,26.18,-29.88,-4.90526,176
0,-1,0,1,0,-1,1,-1,-1,-1,0,0.68,8.63,-23.26,-3.12197,177
-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,1.17,25.01,-31.0,-4.897349999999999,178
-1,-1,-1,-1,0,1,1,0,0,-1,-1,1.3,26.89,-28.53,-4.86591,179
-1,1,1,0,0,-1,-1,1,-1,0,-1,0.92,13.08,-24.07,-3.5922400000000003,180
-1,1,0,-1,1,1,0,1,0,-1,-1,1.03,14.15,-23.01,-3.64217,181
1,1,0,0,0,0,0,0,1,1,1,0.91,12.33,-22.77,-3.4363900000000003,182
-1,-1,-1,-1,-1,1,0,0,1,0,-1,1.37,29.91,-30.12,-5.18789,183
0,1,-1,-1,0,-1,1,0,1,1,0,0.92,12.52,-23.74,-3.54228,184
-1,-1,-1,-1,-1,1,1,0,0,0,-1,1.23,25.03,-29.17,-4.78969,185
1,0,0,1,1,1,0,0,1,1,1,0.94,13.53,-24.12,-3.63259,186
1,-1,0,1,0,0,0,-1,1,0,-1,0.76,9.97,-22.9,-3.21575,187
-1,0,0,1,0,0,-1,-1,1,-1,-1,0.73,10.33,-25.27,-3.41639,188
-1,-1,-1,-1,-1,0,1,0,1,0,-1,1.25,27.12,-32.04,-5.14688,189
0,-1,0,-1,-1,1,0,-1,1,1,1,0.92,14.31,-26.11,-3.82297,190
1,0,-1,1,0,-1,0,1,0,-1,-1,0.85,11.79,-22.7,-3.35105,191
1,1,1,0,1,-1,1,0,0,-1,1,0.79,10.29,-22.74,-3.2422299999999997,192
0,-1,0,-1,0,1,-1,-1,0,1,-1,0.91,14.07,-25.3,-3.73005,193
0,-1,-1,-1,1,-1,0,0,0,1,1,0.92,13.13,-24.94,-3.67403,194
0,-1,0,1,-1,0,1,-1,1,1,-1,0.69,9.87,-25.14,-3.34833,195
-1,-1,-1,-1,-1,1,1,0,1,0,-1,1.29,26.45,-28.93,-4.87731,196
0,1,1,0,-1,0,1,1,-1,-1,0,0.66,8.56,-24.86,-3.24672,197
-1,-1,-1,-1,-1,0,0,0,1,-1,-1,1.21,25.19,-29.98,-4.84981,198
-1,-1,-1,-1,-1,0,1,0,0,0,-1,1.17,24.24,-29.77,-4.7572399999999995,199
-1,-1,-1,-1,0,1,0,0,1,-1,-1,1.32,28.53,-30.14,-5.09143,200
-1,1,-1,-1,-1,-1,1,-1,1,0,0,0.67,9.78,-25.29,-3.3389800000000003,1
0,-1,-1,-1,0,-1,1,-1,1,1,1,0.73,10.25,-26.45,-3.52215,2
0,0,1,1,1,-1,0,1,-1,1,0,0.74,9.82,-22.29,-3.13438,3
1,0,-1,0,0,1,0,-1,0,0,0,0.72,9.25,-22.58,-3.12111,4
-1,-1,1,1,-1,1,0,-1,0,1,-1,0.81,13.0,-27.31,-3.77752,5
-1,0,0,-1,0,1,1,1,1,0,0,1.07,16.58,-25.84,-4.02758,6
-1,0,-1,1,0,-1,0,-1,1,0,-1,0.63,8.7,-26.19,-3.34398,7
1,0,-1,-1,1,-1,-1,-1,0,1,1,0.59,6.8,-21.69,-2.82348,8
0,1,0,-1,1,1,1,1,-1,-1,-1,0.81,10.23,-22.21,-3.21137,9
-1,0,1,1,-1,-1,-1,1,0,0,1,0.71,10.09,-25.0,-3.36315,10
0,-1,-1,1,0,1,1,0,0,-1,1,0.78,11.33,-25.64,-3.53543,11
-1,0,-1,-1,1,0,-1,-1,0,0,-1,1.0,17.54,-28.62,-4.24694,12
-1,-1,0,-1,0,-1,1,1,-1,1,-1,0.96,15.44,-26.17,-3.90804,13
-1,-1,1,0,0,0,-1,0,1,-1,0,1.02,16.69,-26.06,-4.00167,14
0,0,-1,-1,0,1,1,0,1,1,-1,0.93,12.98,-24.11,-3.60242,15
1,-1,1,0,1,-1,1,1,-1,1,0,0.77,9.9,-21.53,-3.0972600000000003,16
-1,1,-1,1,-1,-1,-1,1,0,-1,-1,0.88,14.15,-26.58,-3.8206100000000003,17
1,1,-1,1,-1,-1,1,1,0,-1,-1,0.76,10.59,-24.58,-3.39201,18
-1,1,0,0,1,1,-1,-1,1,-1,0,0.71,9.59,-24.94,-3.3401300000000003,19
-1,1,1,-1,1,0,-1,-1,0,1,1,0.79,10.67,-23.84,-3.35673,20
-1,0,0,0,0,-1,-1,1,0,-1,0,0.86,13.91,-26.47,-3.78209,21
1,-1,1,0,0,1,0,0,-1,0,0,0.76,9.77,-21.82,-3.10939,22
-1,0,-1,0,-1,-1,1,1,-1,1,0,0.84,13.04,-27.87,-3.8604399999999996,23
0,0,-1,0,-1,0,-1,0,0,-1,-1,1.03,19.61,-28.53,-4.3411100000000005,24
1,-1,-1,0,1,1,0,1,0,1,-1,0.91,11.83,-20.59,-3.21833,25
1,1,0,0,1,-1,-1,1,1,0,-1,0.9,11.48,-22.34,-3.35708,26
1,-1,1,0,1,0,-1,0,1,1,0,0.87,11.53,-22.11,-3.30767,27
0,-1,1,1,1,-1,-1,-1,0,-1,0,0.57,7.05,-23.75,-3.00175,28
-1,0,0,0,0,0,1,-1,1,1,1,0.88,13.37,-25.79,-3.72063,29
1,-1,-1,-1,1,1,1,0,-1,0,1,0.78,10.18,-22.85,-3.2385,30
0,-1,1,-1,-1,1,0,1,-1,1,-1,0.89,13.01,-23.67,-3.52299,31
-1,0,1,1,0,-1,0,1,0,-1,-1,0.96,14.16,-24.54,-3.7132799999999997,32
0,1,-1,-1,0,1,-1,1,-1,0,-1,0.98,15.71,-24.98,-3.8280100000000004,33
-1,-1,0,0,1,0,-1,0,1,0,0,1.07,16.5,-25.18,-3.96406,34
-1,1,0,-1,1,0,1,-1,1,-1,1,0.88,11.88,-23.37,-3.4458400000000005,35
1,-1,0,1,1,-1,1,0,1,-1,0,0.88,11.6,-22.35,-3.3422,36
1,1,0,-1,0,1,1,1,-1,1,-1,0.79,9.81,-21.95,-3.15275,37
-1,0,-1,1,-1,0,1,1,0,-1,1,0.84,12.98,-27.52,-3.8261399999999997,38
-1,-1,0,1,-1,1,0,1,0,1,0,0.84,13.9,-28.54,-3.9521800000000002,39
1,-1,-1,0,0,0,-1,0,1,-1,1,0.71,9.72,-24.88,-3.3391599999999997,40
1,1,1,0,0,0,-1,-1,0,-1,-1,0.52,6.25,-24.71,-3.01207,41
-1,0,0,0,1,-1,0,1,1,-1,0,1.05,15.29,-24.33,-3.8235099999999997,42
-1,0,-1,0,0,-1,1,0,-1,0,1,0.97,17.31,-27.65,-4.11965,43
1,1,0,1,-1,-1,1,-1,1,1,-1,0.61,7.8,-24.18,-3.10756,44
-1,0,0,1,-1,1,1,-1,0,-1,0,0.73,10.91,-26.79,-3.57653,45
-1,0,0,1,-1,1,1,0,-1,1,0,0.83,13.29,-27.13,-3.7911099999999998,46
0,0,-1,1,0,0,1,-1,1,1,1,0.68,9.6,-24.43,-3.26356,47
1,1,1,1,1,0,0,1,-1,1,0,0.76,9.97,-22.87,-3.21299,48
1,0,1,-1,0,0,0,-1,-1,-1,0,0.4,4.24,-22.77,-2.64324,49
1,1,0,-1,-1,-1,1,1,1,-1,0,0.78,11.03,-24.42,-3.4126900000000004,50
0,0,-1,1,-1,0,-1,0,1,-1,1,0.56,7.53,-26.23,-3.23671,51
0,0,-1,0,-1,0,-1,-1,0,0,-1,0.8,13.21,-28.61,-3.89447,52
-1,-1,-1,0,-1,0,-1,1,0,0,1,0.94,16.12,-30.04,-4.26788,53
-1,-1,-1,0,-1,0,-1,0,0,1,-1,1.03,18.79,-29.9,-4.43845,54
-1,-1,0,0,1,0,0,0,0,-1,1,0.65,8.6,-24.71,-3.22432,55
-1,-1,-1,-1,0,0,0,0,-1,-1,1,1.02,19.38,-29.0,-4.366300000000001,56
-1,-1,-1,-1,1,0,1,0,-1,-1,1,1.04,18.69,-28.01,-4.27107,57
-1,1,-1,0,0,0,-1,0,-1,0,1,0.66,9.64,-27.54,-3.53108,58
-1,0,-1,0,0,1,0,0,0,0,-1,1.24,24.2,-28.47,-4.70624,59
-1,-1,-1,-1,-1,1,0,0,0,-1,0,1.18,24.37,-29.96,-4.78927,60
-1,-1,-1,-1,1,1,0,0,0,-1,-1,1.3,26.9,-27.77,-4.796340000000001,61
-1,-1,-1,-1,1,-1,0,0,0,-1,-1,1.32,27.67,-27.86,-4.851570000000001,62
-1,-1,-1,-1,-1,-1,0,0,0,-1,1,0.98,18.8,-29.09,-4.31428,63
-1,-1,-1,1,0,-1,0,0,-1,0,0,1.2,23.35,-28.74,-4.6613299999999995,64
-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1.12,23.22,-29.69,-4.66418,65
-1,-1,-1,0,0,-1,0,0,0,-1,0,1.2,24.68,-28.46,-4.68212,66
-1,-1,-1,0,1,-1,0,0,0,0,-1,1.31,26.02,-28.42,-4.83534,67
-1,0,-1,-1,1,-1,-1,0,0,0,0,0.86,14.54,-27.33,-3.88326,68
-1,-1,-1,0,-1,-1,1,0,-1,-1,-1,1.22,23.82,-27.44,-4.57818,69
-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,1.1,21.9,-28.77,-4.51334,70
-1,-1,-1,-1,0,1,0,0,-1,0,-1,1.3,26.75,-27.65,-4.780049999999999,71
-1,-1,-1,-1,-1,1,0,1,-1,0,-1,1.02,18.63,-29.31,-4.36857,72
-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0.77,12.8,-28.1,-3.8032,73
-1,-1,-1,0,-1,0,0,0,-1,1,-1,1.03,20.38,-29.97,-4.50054,74
-1,-1,-1,0,-1,0,0,0,0,-1,-1,1.2,25.87,-30.53,-4.914210000000001,75
-1,-1,-1,0,-1,0,0,0,-1,-1,-1,1.24,25.06,-29.17,-4.800739999999999,76
-1,-1,-1,0,0,1,0,0,1,0,0,1.08,19.13,-29.42,-4.45619,77
-1,-1,-1,1,0,-1,0,0,0,0,-1,1.22,23.61,-28.06,-4.62787,78
-1,-1,-1,-1,0,0,0,0,0,0,-1,1.2,25.87,-29.92,-4.858090000000001,79
-1,-1,-1,0,-1,1,0,0,0,0,-1,1.18,24.66,-30.69,-4.86658,80
-1,-1,-1,-1,0,0,0,0,0,-1,-1,1.22,25.91,-29.81,-4.86937,81
0,-1,-1,0,-1,0,0,0,0,-1,-1,1.2,24.17,-28.58,-4.67531,82
-1,-1,-1,-1,0,0,1,1,0,-1,-1,1.04,18.49,-28.01,-4.26407,83
-1,-1,-1,-1,0,1,0,0,-1,-1,0,1.28,26.65,-28.8,-4.86235,84
-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1.16,24.6,-29.64,-4.74788,85
